155 13
weapon	500	0	0	9	0	8	8	0	13	0	0	life
weapon	440	0	0	12	0	11	11	0	4	0	0	life
weapon	440	0	0	16	0	0	4	0	7	18	0	atk
weapon	465	0	0	0	0	7	9	0	8	0	29	hp
weapon	465	0	0	0	0	14	11	0	6	0	14	hp
weapon	465	0	0	7	0	33	9	0	4	0	0	atk
weapon	465	0	0	7	0	21	9	0	11	0	0	atk
weapon	515	0	0	0	0	8	14	0	5	25	0	eff
weapon	515	0	0	9	0	21	12	0	12	0	0	spd
weapon	525	0	0	22	0	0	10	11	0	0	17	spd
weapon	500	0	340	10	0	0	13	0	0	17	0	im
weapon	515	0	0	14	0	10	0	0	13	0	6	spd
weapon	515	0	0	11	0	0	15	0	7	0	13	des
weapon	500	0	0	10	0	0	0	7	8	0	19	spd
weapon	500	0	189	0	0	21	3	0	6	0	0	spd
weapon	500	0	0	19	0	0	0	10	4	0	10	rage
weapon	500	0	0	0	0	6	0	16	3	0	19	des
weapon	432	0	0	5	0	0	9	0	5	0	16	atk
weapon	390	0	154	13	0	13	0	0	0	13	0	eff
weapon	370	0	601	0	0	8	8	0	6	0	0	hp
weapon	360	0	0	0	0	0	3	6	13	12	0	crit
weapon	330	0	0	0	0	16	9	4	0	0	0	spd
weapon	280	0	358	4	0	0	8	0	7	0	0	rage
weapon	240	0	0	11	0	0	0	0	3	12	6	crit
weapon	220	0	0	10	0	12	5	4	0	0	0	eff
head	0	0	2700	8	0	25	11	0	2	0	0	life
head	0	0	2360	7	0	0	4	22	6	0	0	atk
head	0	0	2495	0	7	20	0	0	10	0	11	hp
head	0	0	2495	0	23	15	0	0	6	0	7	hp
head	0	0	2495	15	0	11	4	0	11	0	0	atk
head	0	0	2495	27	0	7	4	0	8	0	0	atk
head	0	0	2765	8	0	8	0	21	0	21	0	atk
head	0	0	2765	33	16	0	0	0	4	6	0	def
head	0	0	2565	26	0	0	5	12	3	0	0	def
head	0	125	2700	0	0	0	0	4	9	5	0	spd
head	35	0	2700	21	0	0	0	0	0	10	16	spd
head	39	0	2700	0	16	0	0	19	0	0	14	spd
head	43	0	2700	23	0	0	8	12	0	0	0	life
head	0	0	2360	17	5	0	0	7	0	0	18	des
head	0	0	2765	15	0	0	5	0	6	0	19	eff
head	0	0	2765	0	6	18	0	0	13	0	6	spd
head	0	0	2765	6	0	0	18	17	0	0	6	des
head	0	0	2360	0	5	12	4	0	9	0	0	spd
head	0	0	2106	0	13	0	8	0	2	0	19	life
head	0	0	1944	9	0	0	5	9	5	0	0	crit
head	0	0	1512	12	0	0	0	9	7	4	0	eff
head	0	0	1327	0	0	12	3	13	0	9	0	counter
head	0	0	1038	5	14	0	3	5	0	0	0	spd
chest	0	300	0	0	0	13	4	0	12	10	0	life
chest	0	260	0	0	0	20	6	11	6	0	0	atk
chest	0	275	0	0	23	13	0	0	6	0	7	hp
chest	0	275	0	0	0	12	10	11	7	0	0	atk
chest	0	275	0	0	0	13	8	17	8	0	0	atk
chest	0	310	0	0	9	17	15	0	12	0	0	im
chest	0	310	0	0	0	0	7	17	0	22	9	counter
chest	0	310	219	0	26	23	0	13	0	0	0	spd
chest	0	300	0	0	0	16	5	17	0	0	21	des
chest	0	310	237	0	42	0	0	6	4	0	0	spd
chest	0	300	0	0	5	6	8	0	10	0	0	spd
chest	0	310	0	0	0	6	11	0	14	0	6	rage
chest	0	300	0	0	21	5	0	17	2	0	0	rage
chest	0	218	320	0	9	0	0	0	0	13	13	spd
chest	0	187	0	0	10	23	0	0	3	0	6	spd
chest	0	216	0	0	0	20	0	4	6	8	0	effres
chest	0	216	0	0	14	5	0	6	8	0	0	eff
chest	0	216	0	0	0	0	3	20	3	0	5	life
chest	0	171	0	0	0	9	3	0	6	12	0	life
chest	0	154	0	0	19	7	0	0	4	0	14	hp
chest	0	173	0	0	0	6	15	0	4	0	6	spd
chest	0	132	0	0	6	0	0	8	4	0	8	crit
chest	0	136	0	0	0	6	8	0	7	0	6	des
chest	0	132	0	0	0	0	8	0	3	12	0	spd
neck	0	0	0	50	0	14	6	0	6	12	0	life
neck	0	0	0	19	0	18	4	55	0	11	0	crit
neck	0	0	0	7	0	13	7	55	12	0	0	atk
neck	0	0	0	0	22	60	4	0	10	0	13	hp
neck	0	0	0	0	15	60	4	0	11	0	21	hp
neck	0	0	0	19	0	7	14	65	4	0	0	atk
neck	0	0	0	7	0	15	9	65	11	0	0	atk
neck	35	0	0	19	0	60	0	17	0	11	0	hp
neck	38	61	0	16	0	60	0	0	0	0	30	hp
neck	0	0	0	8	14	65	0	0	9	20	0	im
neck	0	0	0	65	0	17	20	0	9	9	0	rage
neck	0	0	0	11	60	0	14	10	6	0	0	spd
neck	0	0	0	25	11	60	5	0	6	0	0	crit
neck	0	0	0	0	60	24	0	4	2	0	25	eff
neck	0	0	0	18	12	24	4	65	0	0	0	crit
neck	0	0	0	0	7	50	4	0	11	19	0	spd
neck	0	97	0	13	0	12	0	65	7	0	0	des
neck	0	0	0	6	0	0	14	70	12	0	10	eff
neck	0	0	0	10	0	20	8	70	0	0	12	des
neck	0	54	0	0	0	17	5	65	5	0	0	spd
neck	0	0	0	60	0	4	9	19	8	0	0	spd
neck	0	59	160	60	0	0	8	17	0	0	0	rage
neck	0	0	0	17	0	10	6	65	3	0	0	life
neck	0	53	0	0	0	0	0	65	9	6	5	crit
neck	0	64	0	0	0	47	7	11	0	9	0	hp
neck	132	0	0	39	7	0	5	3	0	0	0	counter
neck	0	0	0	0	0	51	5	0	4	23	13	spd
neck	0	93	0	11	0	43	0	0	3	0	8	spd
neck	0	0	0	0	18	28	4	0	4	12	0	spd
ring	0	0	0	50	0	11	7	0	5	10	0	life
ring	0	0	0	50	7	24	11	0	4	0	0	crit
ring	0	0	0	60	0	11	9	0	11	12	0	eff
ring	0	0	0	60	12	13	11	13	0	0	0	im
ring	0	0	0	0	7	60	14	0	7	0	18	hp
ring	0	0	0	0	28	60	7	0	4	0	12	hp
ring	0	0	0	60	0	12	9	24	4	0	0	atk
ring	0	0	0	60	0	12	9	11	0	0	0	atk
ring	0	96	0	0	6	60	0	11	10	0	0	spd
ring	0	0	0	0	0	60	0	12	6	13	11	spd
ring	36	92	547	0	0	60	0	0	8	0	0	spd
ring	0	0	0	65	8	0	5	24	0	19	0	des
ring	0	0	0	15	0	65	13	0	11	0	5	def
ring	515	70	0	0	18	0	0	0	11	6	0	def
ring	0	0	0	18	8	15	0	18	0	65	0	eff
ring	0	0	0	0	14	0	3	21	0	13	60	spd
ring	0	0	0	60	0	12	0	8	5	20	0	life
ring	0	0	0	15	15	60	9	0	0	0	12	counter
ring	0	0	0	60	11	16	5	14	0	0	0	life
ring	0	0	0	65	0	0	7	5	0	12	23	atk
ring	0	0	0	60	8	0	9	0	9	9	0	spd
ring	0	0	292	0	12	4	9	0	0	50	0	spd
ring	0	35	201	40	3	0	0	0	0	0	7	des
ring	101	0	179	60	5	0	0	11	0	0	0	rage
ring	0	0	0	8	0	34	3	0	2	0	15	spd
ring	0	0	0	9	47	0	0	0	8	25	6	def
ring	0	0	0	26	0	7	4	0	6	5	0	life
ring	0	0	0	36	19	0	5	0	4	0	10	des
ring	38	0	291	0	0	0	0	3	5	26	0	eff
ring	66	0	0	6	11	0	0	0	0	22	0	crit
boot	0	0	0	50	0	8	7	0	7	14	0	life
boot	0	0	0	50	19	14	10	6	0	0	0	atk
boot	0	0	0	0	7	60	8	0	11	0	20	hp
boot	0	0	0	60	0	7	9	13	13	0	0	atk
boot	0	0	0	60	0	13	7	12	9	0	0	atk
boot	127	75	0	65	0	0	9	14	0	0	0	uni
boot	0	0	682	23	5	0	0	15	45	0	0	spd
boot	45	0	0	7	11	0	20	0	40	0	0	crit
boot	0	0	148	11	20	50	0	0	6	0	0	hp
boot	0	0	0	65	0	0	16	12	6	0	6	spd
boot	0	0	0	65	0	5	11	9	0	0	18	atk
boot	0	0	0	65	0	14	11	0	10	0	6	des
boot	0	0	0	0	0	46	6	0	45	7	9	spd
boot	0	0	0	0	13	7	0	17	35	5	0	des
boot	0	0	0	43	0	5	9	0	4	22	0	life
boot	0	0	0	43	0	16	5	10	6	0	0	eff
boot	0	83	0	0	0	0	3	5	19	0	0	eff
boot	0	0	513	0	0	0	4	5	19	0	0	eff
boot	0	0	0	0	13	26	8	0	4	0	7	hp
boot	0	72	0	9	0	29	6	0	0	0	12	im
boot	0	0	0	13	14	7	0	4	17	0	0	atk
boot	41	0	0	5	0	13	0	0	17	12	0	des
boot	0	0	346	5	0	10	0	0	17	0	0	im
boot	0	18	704	0	0	9	0	5	0	0	0	spd
